chrom	start	end	gene	strand	fixed_alu	category	tss	gene_density	recomb_cM_Mb
chr9	14396983	14400983	NFIB	-	0	HighConfNDD	14398983	2.0	5.545981675579306
chr9	19787037	19791037	SLC24A2	-	1	HighConfNDD	19789037	2.0	1.6822539344262566
chr9	23824337	23828337	ELAVL2	-	0	HighConfNDD	23826337	0.0	0.7819091975269288
chr9	27107141	27111141	TEK	+	1	HighConfNDD	27109141	8.0	0.9098526240190097
chr9	35094619	35098619	PIGO	-	5	HighConfNDD	35096619	24.0	0.8004237093710032
chr9	36167388	36171388	CCIN	+	3	HighConfNDD	36169388	25.0	1.141139119782224
chr9	36485548	36489548	RNF38	-	0	HighConfNDD	36487548	7.0	1.4307862239983393
chr9	37032268	37036268	PAX5	-	0	HighConfNDD	37034268	5.0	1.695474947491249
chr9	39286315	39290315	CNTNAP3	-	1	HighConfNDD	39288315	1.0	0.0
chr9	72112595	72116595	GDA	+	5	HighConfNDD	72114595	6.0	0.3373769308036856
chr9	73149865	73153865	ANXA1	+	1	HighConfNDD	73151865	1.0	0.8843268214562272
chr9	74495335	74499335	RORB	+	0	HighConfNDD	74497335	2.0	0.35764583510967896
chr9	76904114	76908114	PRUNE2	-	0	HighConfNDD	76906114	3.0	3.216072843698612
chr9	83978631	83982631	HNRNPK	-	1	HighConfNDD	83980631	8.0	0.07746718154436394
chr9	93574584	93578584	PHF2	+	0	HighConfNDD	93576584	7.0	0.4160816840195025
chr9	98706935	98710935	GABBR2	-	0	HighConfNDD	98708935	5.0	0.6897684977224117
chr9	102993311	102997311	CYLC2	+	0	HighConfNDD	102995311	0.0	1.0208645247767834
chr9	106861166	106865166	ZNF462	+	0	HighConfNDD	106863166	1.0	0.32848768498993763
chr9	109165249	109169249	FRRS1L	-	1	HighConfNDD	109167249	9.0	1.100911792668171
chr9	111482745	111486745	ECPAS	-	2	HighConfNDD	111484745	9.0	0.22890971584118347
chr9	117413070	117417070	ASTN2	-	0	HighConfNDD	117415070	2.0	0.7898929758553663
chr9	123999670	124003670	LHX2	+	0	HighConfNDD	124001670	4.0	1.2858724142978417
chr9	126611928	126615928	LMX1B	+	0	HighConfNDD	126613928	4.0	1.5210436919338122
chr9	127577370	127581370	STXBP1	+	7	HighConfNDD	127579370	24.0	1.2642554028207087
chr9	128189655	128193655	DNM1	+	4	HighConfNDD	128191655	33.0	1.0281761104837983
chr9	128338527	128342527	SLC27A4	+	5	HighConfNDD	128340527	32.0	0.13451485536108976
chr9	128550558	128554558	SPTAN1	+	0	HighConfNDD	128552558	33.0	0.38101842758010207
chr9	128681424	128685424	SET	+	6	HighConfNDD	128683424	33.0	1.9574985286047308
chr9	131500789	131504789	POMT1	+	3	HighConfNDD	131502789	11.0	0.7888280286837812
chr9	132944874	132948874	TSC1	-	1	HighConfNDD	132946874	22.0	3.445665325322693
chr9	135700185	135704185	KCNT1	+	0	HighConfNDD	135702185	14.0	2.598741654750256
chr9	136544048	136548048	NOTCH1	-	0	HighConfNDD	136546048	42.0	3.121450528444427
chr9	137136346	137140346	GRIN1	+	1	HighConfNDD	137138346	63.0	1.0133808313005943
chr9	137548402	137552402	PNPLA7	-	4	HighConfNDD	137550402	35.0	1.8871932434626615
chr9	137616992	137620992	EHMT1	+	2	HighConfNDD	137618992	30.0	0.177258075055704
chr9	137875782	137879782	CACNA1B	+	0	HighConfNDD	137877782	10.0	2.7068106080670873
chrX	622344	626344	SHOX	+	0	HighConfNDD	624344	3.0	11.178095733691933
chrX	1613059	1617059	ASMT	+	12	HighConfNDD	1615059	7.0	8.689273648422997
chrX	6226867	6230867	NLGN4X	-	0	HighConfNDD	6228867	1.0	3.634380611921202
chrX	9461320	9465320	TBL1X	+	2	HighConfNDD	9463320	3.0	3.0212875156210828
chrX	10154975	10158975	CLCN4	+	1	HighConfNDD	10156975	5.0	2.781929493301334
chrX	11756159	11760159	MSL3	+	0	HighConfNDD	11758159	3.0	1.2731654230162803
chrX	13732743	13736743	OFD1	+	0	HighConfNDD	13734743	7.0	2.343647275515792
chrX	14527298	14531298	GLRA2	+	1	HighConfNDD	14529298	3.0	0.14035707461538038
chrX	15333554	15337554	PIGA	-	2	HighConfNDD	15335554	12.0	0.5772972131147469
chrX	16717612	16721612	SYAP1	+	5	HighConfNDD	16719612	5.0	2.46259136067863
chrX	18423583	18427583	CDKL5	+	1	HighConfNDD	18425583	4.0	1.2303800084449534
chrX	20265519	20269519	RPS6KA3	-	1	HighConfNDD	20267519	4.0	0.8689606598083088
chrX	21370801	21374801	CNKSR2	+	0	HighConfNDD	21372801	4.0	0.10613878555716383
chrX	22997960	23001960	DDX53	+	1	HighConfNDD	22999960	1.0	6.634029958516976
chrX	23332849	23336849	PTCHD1	+	0	HighConfNDD	23334849	5.0	8.583861398914578
chrX	25014420	25018420	ARX	-	0	HighConfNDD	25016420	2.0	1.3652428710929598
chrX	28585446	28589446	IL1RAPL1	+	0	HighConfNDD	28587446	0.0	1.2815887962403139
chrX	34130314	34134314	FAM47A	-	0	HighConfNDD	34132314	0.0	0.5860816358054421
chrX	38559542	38563542	TSPAN7	+	0	HighConfNDD	38561542	4.0	0.44369577397418425
chrX	41083445	41087445	USP9X	+	0	HighConfNDD	41085445	5.0	0.8840145000641542
chrX	41331348	41335348	DDX3X	+	0	HighConfNDD	41333348	4.0	1.8728189530872896
chrX	41921554	41925554	CASK	-	0	HighConfNDD	41923554	3.0	2.153056796800712
chrX	43652907	43656907	MAOA	+	1	HighConfNDD	43654907	2.0	0.09312433025968403
chrX	43880450	43884450	MAOB	-	0	HighConfNDD	43882450	3.0	0.19563669181664523
chrX	44871188	44875188	KDM6A	+	1	HighConfNDD	44873188	3.0	0.8407326635332879
chrX	47215860	47219860	CDK16	+	0	HighConfNDD	47217860	16.0	0.04266090943758627
chrX	47617857	47621857	SYN1	-	0	HighConfNDD	47619857	16.0	1.9282902061146956
chrX	48909958	48913958	SLC35A2	-	1	HighConfNDD	48911958	41.0	0.1801513291323431
chrX	49099170	49103170	WDR45	-	4	HighConfNDD	49101170	41.0	0.07740794442440802
chrX	49231371	49235371	CACNA1F	-	3	HighConfNDD	49233371	40.0	0.23526158530827956
chrX	53223422	53227422	KDM5C	-	0	HighConfNDD	53225422	14.0	0.4661886048886288
chrX	53319350	53323350	IQSEC2	-	0	HighConfNDD	53321350	11.0	5.210538709258685
chrX	54356642	54360642	WNK3	-	0	HighConfNDD	54358642	7.0	0.15186812255223003
chrX	63807274	63811274	ARHGEF9	-	1	HighConfNDD	63809274	4.0	0.011730238364009438
chrX	66038125	66042125	VSIG4	-	0	HighConfNDD	66040125	2.0	0.6512635440363113
chrX	67542021	67546021	AR	+	0	HighConfNDD	67544021	0.0	0.013730834039620277
chrX	68431913	68435913	OPHN1	-	1	HighConfNDD	68433913	3.0	1.0181792617498786
chrX	70442835	70446835	DLG3	+	1	HighConfNDD	70444835	13.0	2.530094503661502
chrX	70929125	70933125	SLC7A3	-	1	HighConfNDD	70931125	14.0	0.5367430677493701
chrX	71142821	71146821	NLGN3	+	2	HighConfNDD	71144821	16.0	2.11443517728938
chrX	74923472	74927472	NEXMIF	-	0	HighConfNDD	74925472	3.0	0.08245504995457509
chrX	77784233	77788233	ATRX	-	1	HighConfNDD	77786233	7.0	0.00799699811437904
chrX	85241991	85245991	ZNF711	+	0	HighConfNDD	85243991	3.0	0.01749832031023857
chrX	91777261	91781261	PCDH11X	+	0	HighConfNDD	91779261	1.0	1.0538736033403495
chrX	100408273	100412273	PCDH19	-	0	HighConfNDD	100410273	6.0	0.5168525746375963
chrX	101389011	101393011	RPL36A-HNRNPH2	+	1	HighConfNDD	101391011	17.0	0.5577476692454297
chrX	101406222	101410222	HNRNPH2	+	1	HighConfNDD	101408222	17.0	0.5105579577463004
chrX	104564199	104568199	IL1RAPL2	+	1	HighConfNDD	104566199	5.0	0.13538097744913102
chrX	111663811	111667811	ALG13	+	2	HighConfNDD	111665811	6.0	0.49654523758249525
chrX	116168744	116172744	AGTR2	+	0	HighConfNDD	116170744	2.0	2.258589707391536
chrX	119850998	119854998	UPF3B	-	4	HighConfNDD	119852998	18.0	0.7403365207235879
chrX	120243267	120247267	RHOXF1	-	1	HighConfNDD	120245267	17.0	2.9938721341756036
chrX	129521500	129525500	SMARCA1	-	0	HighConfNDD	129523500	7.0	2.0054051704326525
chrX	133413489	133417489	GPC4	-	0	HighConfNDD	133415489	3.0	0.6265170701178135
chrX	135971841	135975841	SLC9A6	+	1	HighConfNDD	135973841	15.0	1.0735568502482806
chrX	141836316	141840316	MAGEC3	+	0	HighConfNDD	141838316	5.0	5.187875364428294
chrX	147909919	147913919	FMR1	+	0	HighConfNDD	147911919	1.0	1.0649427767495467
chrX	148498617	148502617	AFF2	+	0	HighConfNDD	148500617	0.0	2.80695355762532
chrX	150896816	150900816	CD99L2	-	0	HighConfNDD	150898816	5.0	3.239144814986332
chrX	153685926	153689926	SLC6A8	+	0	HighConfNDD	153687926	31.0	2.3872654199797694
chrX	154135103	154139103	MECP2	-	3	HighConfNDD	154137103	42.0	1.1609457555778135
chrX	154387955	154391955	RPL10	+	3	HighConfNDD	154389955	38.0	0.2761245914072674
chrX	154456281	154460281	PLXNA3	+	6	HighConfNDD	154458281	33.0	0.686512408294675
chrX	155262491	155266491	RAB39B	-	1	HighConfNDD	155264491	18.0	0.11179433897183344
chrX	155717098	155721098	TMLHE	-	1	HighConfNDD	155719098	10.0	2.1614046152134847
chrY	622344	626344	SHOX	+	0	HighConfNDD	624344	3.0	
chrY	1613059	1617059	ASMT	+	12	HighConfNDD	1615059	7.0	
chrY	12535650	12539650	USP9Y	+	3	HighConfNDD	12537650	1.0	
chrY	14520573	14524573	NLGN4Y	+	0	HighConfNDD	14522573	1.0	
chr1	957309	961309	NOC2L	-	2	Housekeeping	959309	32.0	2.9608824385608568
chr1	1230031	1234031	SDF4	-	2	Housekeeping	1232031	41.0	1.076230644450562
chr1	1373207	1377207	AURKAIP1	-	1	Housekeeping	1375207	42.0	0.5608416713801656
chr1	1397335	1401335	CCNL2	-	2	Housekeeping	1399335	43.0	0.9234342412665519
chr1	1405293	1409293	MRPL20	-	9	Housekeeping	1407293	43.0	1.0538514886207917
chr1	1572863	1576863	SSU72	-	5	Housekeeping	1574863	39.0	1.1168499833087253
chr1	2389775	2393775	RER1	+	1	Housekeeping	2391775	17.0	4.701742277021692
chr1	3623015	3627015	TPRG1L	+	1	Housekeeping	3625015	10.0	4.460806455527466
chr1	3794498	3798498	LRRC47	-	5	Housekeeping	3796498	10.0	2.0738691864456626
chr1	3898293	3902293	C1orf174	-	3	Housekeeping	3900293	10.0	4.671116283443926
chr1	6207389	6211389	RPL22	-	1	Housekeeping	6209389	20.0	1.9960382754356232
chr1	6233972	6237972	ICMT	-	5	Housekeeping	6235972	20.0	2.6630956576316045
chr1	6611731	6615731	PHF13	+	1	Housekeeping	6613731	19.0	0.9716661194264375
chr1	6612607	6616607	KLHL21	-	1	Housekeeping	6614607	19.0	0.9531209354154768
chr1	6699924	6703924	DNAJC11	-	3	Housekeeping	6701924	17.0	0.34902328986035513
chr1	7769296	7773296	VAMP3	+	1	Housekeeping	7771296	5.0	0.526025940973156
chr1	7952291	7956291	PARK7	+	3	Housekeeping	7954291	6.0	0.39476279035120854
chr1	8877190	8881190	ENO1	-	4	Housekeeping	8879190	7.0	1.695791460476812
chr1	11010344	11014344	TARDBP	+	5	Housekeeping	11012344	9.0	2.4008253278596214
chr1	11058020	11062020	SRM	-	4	Housekeeping	11060020	9.0	0.4504695179124951
chr1	11097869	11101869	EXOSC10	-	7	Housekeeping	11099869	9.0	0.3001467689822235
chr1	11924428	11928428	KIAA2013	-	5	Housekeeping	11926428	18.0	1.3177305315139876
chr1	11932205	11936205	PLOD1	+	8	Housekeeping	11934205	18.0	1.2998428877095591
chr1	11978181	11982181	MFN2	+	4	Housekeeping	11980181	17.0	1.1977903253665545
chr1	12017466	12021466	MIIP	+	10	Housekeeping	12019466	17.0	1.5121968666348806
chr1	15974132	15978132	ZBTB17	-	6	Housekeeping	15976132	23.0	0.27216083515810396
chr1	16350480	16354480	FBXO42	-	4	Housekeeping	16352480	14.0	0.07301915921530622
chr1	17437677	17441677	RCC2	-	0	Housekeeping	17439677	11.0	0.2588166750577159
chr1	19208266	19212266	UBR4	-	2	Housekeeping	19210266	14.0	0.25075605250009403
chr1	19249805	19253805	MRTO4	+	5	Housekeeping	19251805	14.0	0.4148896003507474
chr1	19310144	19314144	AKR7A2	-	1	Housekeeping	19312144	15.0	1.3126919802385828
chr1	20506151	20510151	MUL1	-	4	Housekeeping	20508151	14.0	1.019563213180703
chr1	20785323	20789323	HP1BP3	-	4	Housekeeping	20787323	10.0	0.08897106318919157
chr1	21781606	21785606	USP48	-	4	Housekeeping	21783606	12.0	1.6527738855984353
chr1	23017443	23021443	KDM1A	+	4	Housekeeping	23019443	15.0	0.04566448381673638
chr1	23689742	23693742	RPL11	+	4	Housekeeping	23691742	19.0	0.6926264259544013
chr1	23776418	23780418	PITHD1	+	2	Housekeeping	23778418	19.0	0.14395960101872163
chr1	23954839	23958839	PNRC2	+	4	Housekeeping	23956839	18.0	0.5073333754302212
chr1	23978927	23982927	SRSF10	-	2	Housekeeping	23980927	18.0	0.9642411013525987
chr1	24629716	24633716	SRRM1	+	6	Housekeeping	24631716	9.0	0.4850404704917821
chr1	25230502	25234502	SYF2	-	4	Housekeeping	25232502	9.0	1.8048066132785578
chr1	25336317	25340317	TMEM50A	+	1	Housekeeping	25338317	11.0	0.13712297504532955
chr1	25816640	25820640	MTFR1L	+	1	Housekeeping	25818640	26.0	1.4417996221008167
chr1	26167908	26171908	ZNF593	+	1	Housekeeping	26169908	26.0	0.9882347138454151
chr1	26470440	26474440	HMGN2	+	1	Housekeeping	26472440	29.0	0.12619285573670425
chr1	26888283	26892283	GPN2	-	4	Housekeeping	26890283	21.0	0.45570410496253544
chr1	26898238	26902238	NUDC	+	6	Housekeeping	26900238	22.0	0.4500866840157869
chr1	27771219	27775219	STX12	+	4	Housekeeping	27773219	21.0	0.03484578626775203
chr1	27828782	27832782	PPP1R8	+	1	Housekeeping	27830782	21.0	0.5835587698610567
chr1	27912746	27916746	RPA2	-	8	Housekeeping	27914746	17.0	0.6632968097299852
chr1	28231029	28235029	DNAJC8	-	9	Housekeeping	28233029	17.0	0.25209553218800806
chr1	28234109	28238109	ATP5IF1	+	4	Housekeeping	28236109	17.0	0.2195126344071241
chr1	29179900	29183900	SRSF4	-	2	Housekeeping	29181900	6.0	0.10281007708471179
chr1	31294982	31298982	ZCCHC17	+	2	Housekeeping	31296982	11.0	0.0825502956248414
chr1	31642896	31646896	PEF1	-	0	Housekeeping	31644896	15.0	1.2113265038833987
chr1	31942856	31946856	PTP4A2	-	3	Housekeeping	31944856	23.0	0.7018397528850073
chr1	32011868	32015868	KHDRBS1	+	3	Housekeeping	32013868	25.0	0.5530429613799015
chr1	32106056	32110056	KPNA6	+	6	Housekeeping	32108056	25.0	0.054953332862908155
chr1	32219077	32223077	EIF3I	+	4	Housekeeping	32221077	25.0	0.3064383680978011
chr1	32392731	32396731	BSDC1	-	4	Housekeeping	32394731	28.0	0.3831694885390391
chr1	33078996	33082996	AK2	-	2	Housekeeping	33080996	16.0	0.1329694386844693
chr1	34857755	34861755	SMIM12	-	2	Housekeeping	34859755	12.0	3.2361123280664117
chr1	35191446	35195446	SFPQ	-	5	Housekeeping	35193446	16.0	0.8905273993605078
chr1	35639526	35643526	PSMB2	-	5	Housekeeping	35641526	13.0	0.32552578778222596
chr1	36154053	36158053	TRAPPC3	-	1	Housekeeping	36156053	17.0	0.9455016797919313
chr1	36222432	36226432	THRAP3	+	3	Housekeeping	36224432	16.0	1.2034958610423985
chr1	36395908	36399908	LSM10	-	6	Housekeeping	36397908	13.0	1.6065552916222714
chr1	37593937	37597937	GNL2	-	2	Housekeeping	37595937	17.0	0.7037499256230717
chr1	37988075	37992075	SF3A3	-	3	Housekeeping	37990075	16.0	2.010485106671922
chr1	38857772	38861772	RRAGC	-	4	Housekeeping	38859772	7.0	1.2515887731272812
chr1	38989276	38993276	AKIRIN1	+	2	Housekeeping	38991276	7.0	0.9336729114279763
chr1	39574790	39578790	PABPC4	-	3	Housekeeping	39576790	12.0	0.3001590872506199
chr1	40038233	40042233	CAP1	+	2	Housekeeping	40040233	20.0	0.47320239673922515
chr1	40256041	40260041	ZMPSTE24	+	4	Housekeeping	40258041	17.0	1.665001790855598
chr1	40689648	40693648	NFYC	+	1	Housekeeping	40691648	13.0	0.19115845125568853
chr1	42656335	42660335	PPIH	+	1	Housekeeping	42658335	17.0	0.26698994124146225
chr1	42680418	42684418	YBX1	+	0	Housekeeping	42682418	17.0	0.22903134689215676
chr1	43268936	43272936	EBNA1BP2	-	1	Housekeeping	43270936	20.0	2.1900420371393636
chr1	43944950	43948950	IPO13	+	1	Housekeeping	43946950	16.0	0.2185316280245786
chr1	43972487	43976487	ATP6V0B	+	0	Housekeeping	43974487	15.0	0.8067387824941363
chr1	44353260	44357260	ERI3	-	1	Housekeeping	44355260	20.0	0.7902160402731795
chr1	44773251	44777251	RPS8	+	6	Housekeeping	44775251	13.0	0.11032867739956487
chr1	45008950	45012950	UROD	+	0	Housekeeping	45010950	19.0	0.22618026119488377
chr1	45548543	45552543	AKR1A1	+	7	Housekeeping	45550543	15.0	0.14775325839650577
chr1	46301616	46305616	LRRC41	-	3	Housekeeping	46303616	19.0	0.2884180468112163
chr1	46301698	46305698	UQCRH	+	3	Housekeeping	46303698	19.0	0.28836678383399317
chr1	46671867	46675867	ATPAF1	-	1	Housekeeping	46673867	22.0	0.5137344406887223
chr1	46717146	46721146	EFCAB14	-	1	Housekeeping	46719146	19.0	1.3598091093356857
chr1	47331790	47335790	CMPK1	+	4	Housekeeping	47333790	9.0	0.05332567089567419
chr1	51234273	51238273	RNF11	+	1	Housekeeping	51236273	6.0	0.07664316809595562
chr1	52053772	52057772	TXNDC12	-	0	Housekeeping	52055772	11.0	0.122192740733027
chr1	52054199	52058199	BTF3L4	+	0	Housekeeping	52056199	11.0	0.12207408333338776
chr1	52402602	52406602	PRPF38A	+	2	Housekeeping	52404602	14.0	0.058144249712484
chr1	52724453	52728453	ZYG11B	+	4	Housekeeping	52726453	14.0	0.34183678114942495
chr1	53236518	53240518	MAGOH	-	6	Housekeeping	53238518	10.0	0.6994233281346851
chr1	53944077	53948077	LRRC42	+	2	Housekeeping	53946077	14.0	1.259998143487735
chr1	54051504	54055504	TMEM59	-	1	Housekeeping	54053504	14.0	0.3067828188790145
chr1	54182041	54186041	MRPL37	+	2	Housekeeping	54184041	17.0	1.8373902023475353
chr1	65065754	65069754	JAK1	-	0	Housekeeping	65067754	5.0	1.1387063993696245
chr1	65418587	65422587	LEPROT	+	0	Housekeeping	65420587	5.0	2.0577112659805152
chr1	67428415	67432415	SERBP1	-	0	Housekeeping	67430415	6.0	1.2593866498143313
chr1	71079289	71083289	ZRANB2	-	0	Housekeeping	71081289	1.0	0.14077774431143553
chr1	75784197	75788197	RABGGTB	+	5	Housekeeping	75786197	5.0	0.30825709339765694
chr1	77977110	77981110	FUBP1	-	2	Housekeeping	77979110	7.0	0.010412045852632446
chr1	84477259	84481259	RPF1	+	2	Housekeeping	84479259	9.0	0.7808976224579567
chr1	86702570	86706570	SH3GLB1	+	1	Housekeeping	86704570	7.0	0.3328571687013948
chr1	86912424	86916424	SELENOF	-	0	Housekeeping	86914424	7.0	0.03134238040587434
chr1	87326880	87330880	LMO4	+	0	Housekeeping	87328880	3.0	4.352043478260725
chr1	88889944	88893944	GTF2B	-	2	Housekeeping	88891944	10.0	0.3358113044734523
chr1	92830013	92834013	RPL5	+	4	Housekeeping	92832013	6.0	0.35945610511348036
chr1	100036095	100040095	MFSD14A	+	2	Housekeeping	100038095	11.0	0.07359440212866275
chr1	108690310	108694310	PRPF38B	+	1	Housekeeping	108692310	15.0	1.6943870299996888
chr1	108744674	108748674	STXBP3	+	3	Housekeeping	108746674	14.0	1.1342507778761046
chr1	109088764	109092764	TMEM167B	+	4	Housekeeping	109090764	23.0	0.998042087228157
chr1	109424448	109428448	PSMA5	-	6	Housekeeping	109426448	27.0	0.6331308550622339
chr1	109982765	109986765	AHCYL1	+	1	Housekeeping	109984765	22.0	0.7779025523311134
chr1	110405942	110409942	LAMTOR5	-	4	Housekeeping	110407942	14.0	0.539876937772874
chr1	111540218	111544218	RAP1A	+	1	Housekeeping	111542218	15.0	3.007360146138751
chr1	112617805	112621805	CAPZA1	+	2	Housekeeping	112619805	10.0	0.055754588724710175
chr1	112705434	112709434	RHOC	-	2	Housekeeping	112707434	10.0	1.644421502005855
chr1	113927324	113931324	HIPK1	+	1	Housekeeping	113929324	8.0	0.72432140036085
chr1	114579629	114583629	BCAS2	-	4	Housekeeping	114581629	9.0	0.061887535389928416
chr1	117365449	117369449	MAN1A2	+	0	Housekeeping	117367449	6.0	0.13812360909781773
chr1	145822053	145826053	POLR3C	+	3	Housekeeping	145824053	20.0	0.4387480531599408
chr1	145962690	145966690	POLR3GL	+	3	Housekeeping	145964690	20.0	0.4387480531596566
chr1	150319479	150323479	PRPF3	+	7	Housekeeping	150321479	32.0	0.09114769518930643
chr1	150361091	150365091	RPRD2	+	4	Housekeeping	150363091	26.0	0.07223563814562795
chr1	150627612	150631612	ENSA	-	5	Housekeeping	150629612	29.0	0.14798842606353446
chr1	150874708	150878708	ARNT	-	4	Housekeeping	150876708	32.0	0.04136796271126286
chr1	150973003	150977003	CERS2	-	3	Housekeeping	150975003	34.0	0.32560440479215913
chr1	151068325	151072325	CDC42SE1	-	5	Housekeeping	151070325	33.0	0.4280306497267361
chr1	151252709	151256709	PSMD4	+	10	Housekeeping	151254709	32.0	0.060558586432364336
chr1	151397560	151401560	PSMB4	+	4	Housekeeping	151399560	35.0	1.0179782101158708
chr1	151610006	151614006	SNX27	+	2	Housekeeping	151612006	29.0	1.0811284096979534
chr1	151761496	151765496	MRPL9	-	1	Housekeeping	151763496	24.0	0.40088845311458954
chr1	153534244	153538244	S100A6	-	1	Housekeeping	153536244	40.0	1.5189363000644107
chr1	153631982	153635982	CHTOP	+	7	Housekeeping	153633982	35.0	1.5602587038750926
chr1	153656703	153660703	SNAPIN	+	12	Housekeeping	153658703	35.0	0.9732125157191263
chr1	153944718	153948718	DENND4B	-	0	Housekeeping	153946718	34.0	0.04834754384461348
chr1	153966184	153970184	SLC39A1	-	4	Housekeeping	153968184	33.0	0.06116633689856599
chr1	153975674	153979674	JTB	-	4	Housekeeping	153977674	33.0	0.08448170051281068
chr1	153984358	153988358	RAB13	-	4	Housekeeping	153986358	33.0	0.08657895098281188
chr1	153988762	153992762	RPS27	+	6	Housekeeping	153990762	33.0	0.08741160428172634
chr1	154192648	154196648	TPM3	-	2	Housekeeping	154194648	25.0	0.11038326829577727
chr1	154218637	154222637	C1orf43	-	0	Housekeeping	154220637	25.0	0.1289242301064064
chr1	154557028	154561028	UBE2Q1	-	2	Housekeeping	154559028	25.0	0.4499704903236079
chr1	154934719	154938719	PMVK	-	4	Housekeeping	154936719	36.0	0.10974685345928492
chr1	155171475	155175475	KRTCAP2	-	1	Housekeeping	155173475	34.0	0.27155453494714266
chr1	155260433	155264433	SCAMP3	-	1	Housekeeping	155262433	36.0	0.08976787812912335
chr1	155932413	155936413	KHDC4	-	4	Housekeeping	155934413	29.0	0.16068511391353013
chr1	156018951	156022951	SSR2	-	4	Housekeeping	156020951	30.0	0.6238542068484776
chr1	156051798	156055798	UBQLN4	-	1	Housekeeping	156053798	30.0	0.6487416964245085
chr1	156052782	156056782	LAMTOR2	+	1	Housekeeping	156054782	30.0	0.6472100931020464
chr1	156210982	156214982	PMF1-BGLAP	+	4	Housekeeping	156212982	33.0	1.469775961766402
chr1	156210993	156214993	PMF1	+	4	Housekeeping	156212993	33.0	1.469737636973889
chr1	156599496	156603496	GPATCH4	-	5	Housekeeping	156601496	32.0	1.9732462874830503
chr1	156739590	156743590	MRPL24	-	1	Housekeeping	156741590	30.0	2.4783951094389067
chr1	156748610	156752610	PRCC	+	0	Housekeeping	156750610	28.0	0.8199644597667088
chr1	160096943	160100943	IGSF8	-	0	Housekeeping	160098943	26.0	1.160876534399904
chr1	160203380	160207380	PEA15	+	1	Housekeeping	160205380	27.0	3.716275378355647
chr1	160341566	160345566	COPA	-	1	Housekeeping	160343566	26.0	0.6016525213448176
chr1	161116055	161120055	PFDN2	-	4	Housekeeping	161118055	34.0	0.7057436370385517
chr1	161175968	161179968	B4GALT3	-	3	Housekeeping	161177968	36.0	0.4070541408702866
chr1	161764298	161768298	ATF6	+	3	Housekeeping	161766298	15.0	0.7301276601447171
chr1	165629213	165633213	MGST3	+	0	Housekeeping	165631213	6.0	1.2233102910164462
chr1	165696562	165700562	ALDH9A1	-	5	Housekeeping	165698562	7.0	1.247103270993648
chr1	167551805	167555805	CREG1	-	1	Housekeeping	167553805	9.0	4.5300745917589325
